fastId	X	Y
3757	-10395.425	-1236.599
3758	-10359.988	-1239.726
3759	-10324.550	-1242.854
3760	-10289.113	-1245.982
3761	-10329.922	-1178.717
3762	-10366.199	-1175.516
3763	-10402.475	-1172.314
3764	-10438.752	-1169.112
3765	-10475.029	-1165.910
3766	-10511.305	-1162.710
3767	-10547.581	-1159.510
3768	-10583.238	-1152.918
3769	-10523.243	-1136.571
3770	-10488.285	-1139.656
3771	-10453.328	-1142.739
3772	-10418.371	-1145.825
3773	-10383.412	-1148.910
3774	-10348.456	-1151.995
3775	-10313.497	-1155.080
3776	-10278.540	-1158.164
3777	-10278.390	-1088.400
3778	-10273.942	-1052.672
3779	-10498.331	-1069.982
3780	-10523.717	-1067.746
3781	-10549.181	-1066.861
3782	-10574.598	-1068.435
3783	-10484.558	-1034.078
3784	-10513.264	-1031.544
3785	-10541.969	-1028.995
3786	-10570.430	-1024.594
3787	-10661.805	-1218.206
3788	-10695.036	-1211.164
3789	-10729.042	-1208.160
3790	-10759.269	-1205.491
3791	-10789.495	-1202.824
3792	-10819.721	-1200.157
3793	-10849.946	-1197.489
3794	-10880.173	-1194.821
3795	-10910.398	-1192.154
3796	-10940.625	-1189.487
3797	-10970.852	-1186.818
3798	-11001.077	-1184.152
3799	-11031.303	-1181.485
3800	-11058.034	-1179.129
3801	-11084.769	-1176.860
3802	-11111.349	-1179.734
3803	-11181.660	-1172.652
3804	-11208.340	-1165.868
3805	-11235.875	-1163.431
3806	-11262.768	-1161.059
3807	-11289.661	-1158.686
3808	-11316.555	-1156.314
3809	-11343.448	-1153.941
3810	-11390.213	-1124.733
3811	-11427.675	-1121.428
3812	-11462.316	-1118.372
3813	-11499.335	-1115.106
3814	-11536.356	-1111.840
3815	-11638.222	-1103.235
3816	-11665.215	-1104.932
3817	-11116.672	-1115.822
3818	-11174.939	-1099.185
3819	-11211.060	-1100.967
3820	-11247.296	-1097.770
3821	-11283.532	-1094.573
3822	-11389.030	-1085.267
3823	-11424.197	-1082.164
3824	-11458.837	-1079.108
3825	-11496.023	-1075.827
3826	-11533.208	-1072.548
3827	-11634.522	-1063.239
3828	-11660.661	-1056.918
3829	-11729.145	-1043.720
3830	-11734.963	-1106.833
3831	-11312.045	-1037.586
3832	-11421.121	-1056.336
3833	-11388.928	-1059.177
3834	-11356.735	-1062.015
3835	-11324.542	-1064.856
3836	-11292.349	-1067.695
3837	-11260.156	-1070.535
3838	-11227.962	-1073.375
3839	-11196.164	-1069.849
3840	-11168.111	-1057.545
3841	-11207.471	-1046.909
3842	-11239.865	-1049.971
3843	-11270.742	-1047.248
3844	-11418.842	-1030.675
3845	-11382.910	-1033.001
3846	-11347.478	-1035.293
3847	-11288.532	-1025.886
3848	-11257.218	-1024.786
3849	-11225.906	-1023.687
3850	-11195.591	-1022.621
3851	-11172.051	-1032.404
3852	-11171.377	-996.581
3853	-11202.457	-997.672
3854	-11263.419	-999.812
3855	-11294.398	-1000.900
3856	-11323.853	-1001.933
3857	-11386.164	-1004.119
3858	-11417.318	-1005.211
3859	-11003.117	-1119.313
3860	-11032.331	-1116.736
3861	-11064.493	-1106.285
3862	-11083.944	-1091.797
3863	-11042.786	-1095.427
3864	-11015.465	-1097.837
3865	-10986.451	-1100.397
3866	-10976.614	-1074.194
3867	-11008.985	-1071.339
3868	-11038.983	-1068.693
3869	-11067.868	-1066.146
3870	-11093.166	-1063.914
3871	-11118.108	-1059.140
3872	-11051.585	-1046.513
3873	-11022.020	-1049.318
3874	-10989.667	-1048.179
3875	-10987.522	-1019.109
3876	-11016.703	-1020.135
3877	-11045.884	-1021.162
3878	-11074.809	-1028.177
3879	-11101.791	-1029.126
3880	-11127.973	-995.058
3881	-11099.642	-994.065
3882	-11071.311	-993.070
3883	-11042.980	-992.072
3884	-11014.649	-991.076
3885	-10986.316	-990.080
3886	-10900.413	-988.175
3887	-14011.736	-1598.291
3888	-14117.495	-1592.744
3889	-14077.344	-1544.859
3890	-14007.540	-1548.063
3891	-14005.190	-1466.005
3892	-14072.043	-1461.140
3893	-14068.837	-1412.039
3894	-13998.892	-1414.282
3895	-14777.220	-1509.309
3896	-14670.447	-1512.748
3897	-14811.879	-1508.759
3898	-14846.545	-1506.820
3899	-14881.209	-1504.883
3900	-14915.874	-1502.945
3901	-14950.540	-1501.007
3902	-14985.205	-1499.069
3903	-15019.870	-1497.131
3904	-14797.628	-1386.026
3905	-14662.770	-1387.910
3906	-14731.180	-1384.146
3907	-14762.176	-1387.526
3908	-14833.081	-1384.525
3909	-14868.533	-1383.024
3910	-14903.985	-1381.524
3911	-14939.438	-1380.023
3912	-14974.890	-1378.523
3913	-15010.343	-1377.021
3914	-13571.284	-1329.695
3915	-13606.558	-1328.690
3916	-13641.833	-1327.685
3917	-13677.109	-1326.682
3918	-13712.384	-1325.677
3919	-13747.659	-1324.673
3920	-13782.933	-1323.668
3921	-13818.207	-1322.664
3922	-13853.482	-1321.661
3923	-14202.333	-1311.726
3924	-14237.313	-1310.731
3925	-14272.206	-1308.739
3926	-14307.187	-1307.741
3927	-14342.168	-1306.746
3928	-14377.149	-1305.750
3929	-14412.130	-1304.753
3930	-14447.111	-1303.757
3931	-14587.035	-1299.770
3932	-14622.017	-1298.775
3933	-14658.060	-1301.868
3934	-14725.930	-1301.205
3935	-14760.057	-1293.843
3936	-14795.055	-1292.846
3937	-14830.052	-1291.851
3938	-14865.048	-1290.853
3939	-14900.046	-1289.857
3940	-14935.044	-1288.859
3941	-14970.041	-1287.863
3942	-15005.038	-1286.865
3943	-15096.107	-1148.812
3944	-15067.671	-1149.623
3945	-15039.234	-1150.433
3946	-15010.798	-1151.242
3947	-14982.361	-1152.052
3948	-14953.925	-1152.862
3949	-14925.487	-1153.673
3950	-14897.051	-1154.482
3951	-14868.614	-1155.293
3952	-14840.179	-1156.103
3953	-14811.742	-1156.913
3954	-14783.304	-1157.723
3955	-14754.829	-1157.165
3956	-14646.905	-1157.053
3957	-14608.323	-1162.708
3958	-14460.747	-1166.912
3959	-14423.852	-1167.964
3960	-14386.960	-1169.014
3961	-14350.066	-1170.065
3962	-14313.173	-1171.115
3963	-14276.279	-1172.166
3964	-14239.386	-1173.217
3965	-14202.493	-1174.267
3966	-14165.599	-1175.318
3967	-13841.003	-1183.562
3968	-13805.479	-1184.574
3969	-13769.956	-1185.585
3970	-13734.433	-1186.597
3971	-13698.909	-1187.608
3972	-13663.386	-1188.620
3973	-13627.863	-1189.632
3974	-13592.340	-1190.643
3975	-13556.816	-1191.655
3976	-1661.641	-1945.007
3977	-3551.690	-1777.749
3978	-4160.661	-1723.922
3979	-6950.866	-939.265
3980	-9133.581	-1714.813
3981	-12423.744	-1417.235
3982	-12731.996	-1389.987
3983	-12766.247	-1386.960
3984	-12943.336	-1371.307
3985	-12977.486	-1368.289
3986	-13011.637	-1365.271
3987	-13045.786	-1362.252
3988	-13079.937	-1359.235
3989	-13114.086	-1356.216
3990	-13148.236	-1353.197
3991	-13182.387	-1350.179
3992	-13216.536	-1347.161
3993	-13250.687	-1344.141
3994	-13284.868	-1341.769
3995	-13270.636	-1204.221
3996	-13236.613	-1207.227
3997	-13202.589	-1210.233
3998	-13168.566	-1213.239
3999	-13134.541	-1216.245
4000	-13100.518	-1219.250
4001	-13066.494	-1222.256
4002	-13032.470	-1225.263
4003	-12998.447	-1228.268
4004	-12964.423	-1231.274
4005	-12930.399	-1234.280
4006	-12753.460	-1249.913
4007	-12719.194	-1252.941
4008	-12410.796	-1280.191
4009	-12329.974	-1197.352
4010	-12433.532	-1137.443
4011	-12406.361	-1139.841
4012	-12379.192	-1142.241
4013	-12352.020	-1144.638
4014	-12325.011	-1143.652
4015	-12137.836	-1163.084
4016	-12106.731	-1165.740
4017	-12081.316	-1167.915
4018	-12047.589	-1170.793
4019	-12020.879	-1173.079
4020	-11994.170	-1175.364
4021	-11967.461	-1177.649
4022	-11933.837	-1180.534
4023	-11908.496	-1182.702
4024	-15280.515	-1179.725
4025	-15314.416	-1178.759
4026	-15382.267	-1177.823
4027	-15380.065	-1142.655
4028	-15312.196	-1141.786
4029	-15278.700	-1142.742
4030	-15245.203	-1143.699
4031	-16418.604	-1465.452
4032	-16449.359	-1463.730
4033	-16390.975	-1406.211
4034	-16397.053	-1362.368
4035	-16371.479	-1307.535
4036	-16283.480	-1313.551
4037	-16349.114	-1259.067
4038	-16323.384	-1203.898
4039	-11224.109	-1630.815
4040	-11253.829	-1527.349
4041	-11143.744	-1537.114
4042	-11117.060	-1534.598
4043	-11103.915	-1393.839
4044	-11129.751	-1386.691
4045	-11239.836	-1376.977
4046	-11742.355	-1185.797
4047	-11188.159	-1241.416
4048	-11117.526	-1246.960
4049	-8605.392	-1761.856
4050	-8632.473	-1754.856
4051	-5216.935	-1563.198
4052	-1486.318	-2344.651
4053	-1515.942	-2342.050
4054	-1545.565	-2339.447
4055	-1574.949	-2343.116
4056	-1564.681	-2271.782
4057	-1535.692	-2281.915
4058	-1505.180	-2285.137
4059	-1474.595	-2287.820
4060	-1444.007	-2290.502
4061	-1085.410	-2077.831
4062	-1137.274	-2074.620
4063	-1187.068	-2071.537
4064	-1253.873	-2060.535
4065	-1280.305	-2052.906
4066	-1306.736	-2045.274
4067	-1595.906	-2017.556
4068	-1624.722	-2022.037
4069	-1783.515	-2008.000
4070	-1810.917	-1997.777
4071	-1746.186	-1906.098
4072	-1571.966	-1921.377
4073	-1303.370	-1944.818
4074	-1275.416	-1943.990
4075	-1247.463	-1943.161
4076	-1219.510	-1942.335
4077	-1191.556	-1941.508
4078	-913.138	-724.090
4079	-947.705	-721.735
4080	-973.004	-720.014
4081	-1009.967	-718.521
4082	-1004.921	-679.996
4083	-970.228	-682.356
4084	-944.928	-684.080
4085	-910.358	-686.436
4086	-1665.832	-780.859
4087	-1701.456	-777.752
4088	-1729.717	-775.286
4089	-1764.844	-772.222
4090	-1663.132	-743.017
4091	-1698.258	-739.954
4092	-1726.816	-737.464
4093	-1761.594	-734.430
4094	-3482.838	-1850.993
4095	-3512.850	-1856.175
4096	-3670.014	-1842.317
4097	-3698.798	-1831.676
4098	-4096.862	-1796.763
4099	-4127.058	-1801.955
4100	-4284.728	-1788.011
4101	-4313.051	-1777.900
4102	-4245.328	-1686.094
4103	-4077.001	-1700.984
4104	-3631.974	-1740.294
4105	-3465.652	-1754.963
4106	-3773.576	-1086.602
4107	-3802.762	-1077.080
4108	-3360.806	-1033.665
4109	-3394.233	-1029.591
4110	-3418.364	-986.804
4111	-3382.044	-989.994
4112	-3511.574	-884.688
4113	-3546.017	-881.660
4114	-3571.317	-879.435
4115	-3606.752	-876.318
4116	-3662.748	-872.831
4117	-3507.479	-846.918
4118	-3541.850	-843.896
4119	-3567.196	-841.668
4120	-3603.157	-838.505
4121	-3665.929	-832.484
4122	-5470.856	-1681.233
4123	-5498.826	-1672.915
4124	-5877.346	-1640.046
4125	-5906.206	-1644.121
4126	-6064.589	-1630.056
4127	-6099.362	-1619.458
4128	-7241.262	-1422.648
4129	-7210.361	-1416.246
4130	-7139.359	-1420.329
4131	-7110.041	-1433.081
4132	-6633.808	-1476.194
4133	-6603.101	-1470.204
4134	-6531.071	-1474.069
4135	-6042.298	-1525.938
4136	-5868.173	-1541.372
4137	-6893.749	-987.896
4138	-6926.188	-985.033
4139	-6954.866	-982.505
4140	-6983.545	-979.975
4141	-7016.307	-977.085
4142	-7012.345	-934.325
4143	-6979.318	-937.237
4144	-6922.282	-942.266
4145	-6889.672	-945.142
4146	-6232.674	-913.331
4147	-6263.114	-910.644
4148	-6288.455	-908.406
4149	-6229.252	-870.544
4150	-6259.465	-867.878
4151	-6285.033	-865.622
4152	-9489.912	-1320.776
4153	-9522.964	-1326.968
4154	-9583.724	-1321.604
4155	-9616.386	-1309.280
4156	-8955.964	-1273.367
4157	-8984.318	-1259.928
4158	-9051.922	-1257.246
4159	-9501.251	-1226.764
4160	-9603.645	-1217.727
4161	-10010.774	-1180.428
4162	-10039.527	-1166.785
4163	-10107.577	-1164.278
4164	-9303.495	-1041.151
4165	-9335.446	-1038.334
4166	-9367.397	-1035.515
4167	-9399.348	-1032.699
4168	-9305.241	-1002.886
4169	-9334.869	-1000.274
4170	-9364.497	-997.661
4171	-9394.126	-995.049
4172	-11911.549	-1219.224
4173	-11936.906	-1216.986
4174	-11970.501	-1214.029
4175	-11997.204	-1211.672
4176	-12023.905	-1209.316
4177	-12050.608	-1206.959
4178	-12084.350	-1203.972
4179	-12109.742	-1201.732
4180	-12143.557	-1198.859
4181	-12169.153	-1198.346
4182	-12197.681	-1200.243
4183	-12225.642	-1204.671
4184	-12258.229	-1213.195
4185	-12250.566	-1134.418
4186	-12223.313	-1145.138
4187	-12195.421	-1154.055
4188	-12166.818	-1160.334
4189	-12848.030	-1135.766
4190	-12883.389	-1132.647
4191	-12918.751	-1129.526
4192	-12954.111	-1126.406
4193	-12989.470	-1123.286
4194	-13022.147	-1120.403
4195	-13056.797	-1117.346
4196	-13089.931	-1114.422
4197	-13121.804	-1111.610
4198	-13157.938	-1112.157
4199	-13183.457	-1110.486
4200	-13209.021	-1109.172
4201	-13234.550	-1111.498
4202	-13154.534	-1073.772
4203	-13119.475	-1079.292
4204	-13087.997	-1082.070
4205	-13054.861	-1084.993
4206	-13021.284	-1087.956
4207	-12987.909	-1090.899
4208	-15185.268	-1181.525
4209	-15212.193	-1177.746
4210	-15411.698	-1178.060
4211	-15410.110	-1144.460
4212	-15124.588	-1148.503
4213	-15154.967	-1147.144
4214	-15180.393	-1146.073
4215	-15211.538	-1144.724
4216	-16266.944	-1468.589
4217	-16101.738	-1436.089
4218	-16139.808	-1434.513
4219	-16276.386	-1416.382
4220	-16303.667	-1412.233
4221	-16331.223	-1410.692
4222	-16358.778	-1409.151
4223	-16256.888	-1356.861
4224	-16282.427	-1360.409
4225	-16307.966	-1363.957
4226	-16336.581	-1363.808
4227	-16311.209	-1312.488
4228	-16339.142	-1312.969
4229	-16260.737	-1254.478
4230	-16289.039	-1256.308
4231	-16264.140	-1208.377
4232	-16291.562	-1206.329
4233	-2335.928	-1950.825
4234	-2364.881	-1954.828
4235	-2526.521	-1940.924
4236	-2554.047	-1931.851
4237	-2872.085	-1905.114
4238	-2900.559	-1910.072
4239	-3058.354	-1895.664
4240	-3087.074	-1885.347
4241	-3019.731	-1794.236
4242	-2854.126	-1808.801
4243	-2486.481	-1841.102
4244	-2320.390	-1855.690
4245	-2832.090	-811.102
4246	-2866.538	-808.083
4247	-2891.824	-805.867
4248	-2926.308	-802.844
4249	-2951.597	-800.628
4250	-2987.666	-798.278
4251	-2829.438	-773.235
4252	-2863.785	-770.225
4253	-2889.172	-768.001
4254	-2923.431	-764.999
4255	-2948.719	-762.783
4256	-2983.801	-758.246
4257	-2021.207	-741.128
4258	-2018.699	-713.501
4259	-4823.457	-1733.335
4260	-4852.956	-1739.169
4261	-5074.071	-1719.547
4262	-5235.567	-1705.206
4263	-4770.894	-1644.224
4264	-4800.582	-1635.376
4265	-5033.650	-1614.688
4266	-5175.015	-1602.135
4267	-5441.689	-1583.462
4268	-5413.264	-1580.969
4269	-5339.494	-1550.458
4270	-4959.070	-1589.698
4271	-4836.633	-1600.557
4272	-5127.554	-1011.658
4273	-5165.171	-1007.752
4274	-5123.935	-968.210
4275	-5161.012	-964.927
4276	-5146.221	-877.970
4277	-5192.866	-834.454
4278	-5332.911	-892.540
4279	-5328.451	-842.185
4280	-5356.465	-844.306
4281	-5360.508	-890.093
4282	-4393.899	-943.002
4283	-4429.711	-939.838
4284	-4415.785	-897.889
4285	-4380.885	-900.973
4286	-7769.958	-1479.119
4287	-7853.328	-1471.760
4288	-7882.037	-1465.118
4289	-7756.626	-1379.291
4290	-7852.607	-1371.236
4291	-8456.333	-1306.334
4292	-8524.077	-1303.471
4293	-8263.183	-999.685
4294	-8295.138	-997.211
4295	-8327.166	-998.058
4296	-8358.858	-1002.774
4297	-8237.532	-961.849
4298	-8266.921	-959.323
4299	-8296.309	-956.797
4300	-8325.697	-954.271
4301	-11788.848	-1251.353
4302	-11818.393	-1238.629
4303	-11849.085	-1228.998
4304	-11880.600	-1222.560
4305	-11877.383	-1186.192
4306	-11843.596	-1189.081
4307	-11809.782	-1191.572
4308	-11775.893	-1190.920
4309	-11285.917	-1133.936
4310	-11317.889	-1131.116
4311	-11352.751	-1128.041
4312	-11573.375	-1108.575
4313	-11611.225	-1105.236
4314	-11762.837	-1099.807
4315	-11758.090	-1046.275
4316	-11607.745	-1065.976
4317	-11570.394	-1069.270
4318	-11353.865	-1088.371
4319	-11318.699	-1091.474
4320	-10558.172	-1133.242
4321	-10590.800	-1120.961
4322	-10652.881	-1121.458
4323	-10313.351	-1086.318
4324	-10345.265	-1083.499
4325	-10377.183	-1080.681
4326	-10409.099	-1077.862
4327	-10439.478	-1075.180
4328	-10472.944	-1072.225
4329	-10308.242	-1048.642
4330	-10337.747	-1046.037
4331	-10367.251	-1043.433
4332	-10396.756	-1040.828
4333	-10426.260	-1038.222
4334	-10455.765	-1035.618
4335	-1709.019	-2882.242
4336	-1593.340	-2892.405
4337	-1472.414	-2907.304
4338	-1375.407	-2740.003
4339	-1472.638	-2731.401
4340	-1609.085	-2719.328
4341	-1395.227	-2594.213
4342	-1312.250	-2601.287
4343	-1249.156	-2462.851
4344	-1344.189	-2455.132
4345	-1387.291	-2451.631
4346	-1430.395	-2448.130
4347	-1232.721	-2214.664
4348	-1139.237	-2222.026
4349	-1114.387	-1946.973
4350	-1051.137	-1952.517
4351	-1056.349	-1816.417
4352	-1009.018	-1819.888
4353	-956.867	-1823.711
4354	-897.335	-1694.156
4355	-949.484	-1690.315
4356	-936.950	-1557.194
4357	-889.788	-1560.663
4358	-837.631	-1564.501
4359	-778.218	-1435.796
4360	-830.382	-1431.962
4361	-771.074	-1303.836
4362	-659.441	-1179.646
4363	-711.608	-1175.799
4364	-757.357	-1172.425
4365	-646.871	-1048.304
4366	-540.036	-924.135
4367	-585.253	-920.883
4368	-630.471	-917.631
4369	-524.101	-795.078
4370	-463.254	-673.769
4371	-506.374	-670.831
4372	-409.051	-525.417
4373	-1845.993	-2457.065
4374	-1969.984	-2446.457
4375	-1668.616	-2079.394
4376	-1794.613	-2068.701
4377	-1286.445	-962.568
4378	-1160.963	-973.293
4379	-1102.315	-844.665
4380	-1227.330	-833.005
4381	-1194.317	-778.185
4382	-1066.083	-788.965
4383	-9506.724	-1162.867
4384	-9574.632	-1155.366
4385	-9608.701	-1112.806
4386	-9499.775	-1120.653
4387	-9592.592	-1024.509
4388	-9483.879	-974.923
4389	-13454.058	-1298.100
4390	-13419.586	-1299.084
4391	-13385.115	-1300.069
4392	-13350.708	-1302.174
4393	-13316.357	-1305.211
4394	-13282.364	-1310.199
4395	-13289.540	-1237.518
4396	-13322.089	-1234.646
4397	-13354.637	-1231.773
4398	-13387.275	-1230.411
4399	-13419.937	-1229.482
4400	-13452.600	-1228.553
4401	-14563.028	-1266.759
4402	-14527.843	-1267.522
4403	-14492.656	-1268.524
4404	-14457.471	-1269.527
4405	-14422.284	-1270.529
4406	-14387.099	-1271.532
4407	-14351.912	-1272.533
4408	-14316.726	-1273.535
4409	-14281.542	-1274.537
4410	-14246.356	-1275.539
4411	-14211.170	-1276.541
4412	-14175.983	-1277.543
4413	-14140.798	-1278.545
4414	-14105.612	-1279.547
4415	-14070.426	-1280.549
4416	-14035.240	-1281.550
4417	-14000.054	-1282.553
4418	-13964.868	-1283.555
4419	-13929.682	-1284.556
4420	-13894.497	-1285.559
4421	-13859.310	-1286.560
4422	-13824.124	-1287.562
4423	-13788.939	-1288.564
4424	-13753.753	-1289.566
4425	-13718.567	-1290.569
4426	-13683.381	-1291.570
4427	-13648.194	-1292.571
4428	-13613.008	-1293.568
4429	-13557.474	-1295.150
4430	-13523.003	-1296.138
4431	-13488.530	-1297.118
4432	-13485.262	-1227.623
4433	-13517.924	-1226.692
4434	-13550.586	-1225.762
4435	-13619.152	-1223.810
4436	-13655.054	-1222.789
4437	-13690.959	-1221.766
4438	-13726.863	-1220.743
4439	-13762.766	-1219.722
4440	-13798.670	-1218.699
4441	-13834.572	-1217.677
4442	-13870.477	-1216.654
4443	-13906.381	-1215.632
4444	-13942.284	-1214.611
4445	-13978.188	-1213.587
4446	-14014.090	-1212.565
4447	-14049.993	-1211.487
4448	-14085.891	-1210.276
4449	-14121.788	-1209.063
4450	-14157.686	-1207.852
4451	-14193.583	-1206.640
4452	-14229.481	-1205.429
4453	-14265.379	-1204.216
4454	-14301.276	-1203.003
4455	-14337.173	-1201.791
4456	-14373.070	-1200.579
4457	-14408.969	-1199.367
4458	-14444.866	-1198.154
4459	-14480.763	-1196.942
4460	-14516.662	-1195.730
4461	-14552.559	-1194.517
4462	-10619.989	-1580.641
4463	-10606.604	-1437.182
4464	-10723.241	-1426.886
4465	-10710.073	-1290.323
4466	-10593.715	-1297.434
4467	-2598.075	-2138.956
4468	-2475.548	-2150.325
4469	-2448.123	-2071.062
4470	-2568.427	-2060.719
4471	-2534.519	-2003.288
4472	-2411.774	-2014.188
4473	-1561.949	-2866.174
4474	-1436.683	-2590.647
4475	-1274.145	-2211.383
4476	-996.626	-1686.837
4477	-877.355	-1428.516
4478	-567.525	-792.426
4479	-3724.469	-883.056
4480	-3820.636	-852.822
4481	-3848.370	-882.590
4482	-3886.020	-873.697
4483	-3884.834	-821.871
4484	-3849.348	-816.587
4485	-3813.862	-811.310
4486	-3923.672	-864.812
4487	-3920.320	-827.156
4488	-8421.396	-1018.114
4489	-8448.800	-945.553
4490	-1751.981	-2796.162
4491	-1727.244	-2765.166
4492	-1664.319	-2660.136
4493	-1637.593	-2629.295
4494	-1577.565	-2523.655
4495	-1547.855	-2493.055
4496	-1485.041	-2388.401
4497	-1456.646	-2349.659
4498	-1413.931	-2290.737
4499	-1393.508	-2251.278
4500	-1325.852	-2153.318
4501	-1303.083	-2121.556
4502	-1225.249	-2066.016
4503	-1287.678	-2019.998
4504	-1262.318	-1974.738
4505	-1160.009	-1947.955
4506	-1176.343	-1890.063
4507	-1161.584	-1858.061
4508	-1116.903	-1760.568
4509	-1102.141	-1728.545
4510	-1056.876	-1631.353
4511	-1041.608	-1599.360
4512	-996.209	-1501.837
4513	-981.426	-1469.788
4514	-933.747	-1374.072
4515	-918.948	-1342.016
4516	-874.422	-1246.085
4517	-859.599	-1214.026
4518	-821.786	-1117.474
4519	-803.453	-1085.726
4520	-753.548	-990.385
4521	-738.162	-958.401
4522	-691.877	-863.157
4523	-675.848	-831.273
4524	-628.992	-741.038
4525	-612.016	-709.143
4526	-3420.655	-1306.324
4527	-3453.489	-1295.035
4528	-3487.924	-1290.401
4529	-3522.573	-1287.352
4530	-3557.222	-1284.301
4531	-3591.870	-1281.251
4532	-3626.519	-1278.200
4533	-3661.168	-1275.149
4534	-3695.818	-1272.097
4535	-3730.466	-1269.045
4536	-3765.116	-1265.992
4537	-3799.767	-1262.937
4538	-3834.416	-1259.883
4539	-3869.125	-1258.045
4540	-3903.518	-1262.817
4541	-3960.959	-1128.312
4542	-3991.978	-1116.324
4543	-4024.760	-1110.717
4544	-4057.941	-1107.791
4545	-4091.123	-1104.863
4546	-4124.305	-1101.934
4547	-4157.487	-1099.005
4548	-4190.670	-1096.075
4549	-4223.852	-1093.144
4550	-3861.912	-1014.228
4551	-3692.154	-874.364
4552	-3696.535	-826.815
4553	-6540.633	-916.821
4554	-6580.473	-913.310
4555	-6534.555	-871.249
4556	-6577.403	-874.824
4557	-9570.826	-1114.073
4558	-2943.068	-2687.717
4559	-2940.289	-2655.445
4560	-4257.034	-1090.214
4561	-4290.217	-1087.282
4562	-4323.400	-1084.350
4563	-4356.584	-1081.418
4564	-4389.768	-1078.486
4565	-4422.950	-1075.552
4566	-4456.134	-1072.618
4567	-4496.465	-1069.051
4568	-4532.159	-1065.895
4569	-4573.618	-1056.294
4570	-4605.585	-1057.540
4571	-4701.765	-1043.809
4572	-4734.060	-1043.886
4573	-4934.299	-1023.101
4574	-4966.089	-1023.686
4575	-5053.272	-1015.167
4576	-5047.076	-976.405
4577	-4914.800	-986.326
4578	-4726.486	-1004.658
4579	-4689.136	-1002.142
4580	-5085.052	-879.454
4581	-5117.277	-876.609
4582	-5115.950	-838.487
4583	-5150.069	-837.759
4584	-4465.381	-934.269
4585	-4451.286	-896.852
4586	-10736.620	-1570.289
4587	-10670.513	-1290.889
4588	-1742.876	-2981.868
4589	-1686.746	-2991.258
4590	-1625.938	-2996.393
4591	-1603.185	-2946.281
4592	-1661.055	-2934.665
4593	-1718.878	-2928.583
4594	-1651.180	-2887.324
4595	-1677.642	-2856.045
4596	-1619.802	-2861.129
4597	-1535.498	-2897.487
4598	-1500.576	-2872.602
4599	-1438.209	-2878.080
4600	-1416.724	-2833.240
4601	-1472.704	-2828.320
4602	-1521.608	-2824.024
4603	-1570.511	-2819.726
4604	-1619.415	-2815.427
4605	-1668.318	-2811.129
4606	-1717.135	-2799.350
4607	-1692.393	-2768.290
4608	-1637.614	-2764.488
4609	-1590.992	-2768.587
4610	-1544.372	-2772.687
4611	-1497.752	-2776.785
4612	-1451.130	-2780.883
4613	-1395.150	-2785.805
4614	-1427.155	-2735.426
4615	-1518.120	-2727.376
4616	-1563.602	-2723.352
4617	-1629.477	-2663.343
4618	-1578.874	-2675.259
4619	-1533.866	-2679.214
4620	-1488.859	-2683.167
4621	-1443.852	-2687.120
4622	-1398.845	-2691.074
4623	-1353.838	-2695.026
4624	-1330.118	-2647.753
4625	-1373.949	-2643.901
4626	-1417.779	-2640.049
4627	-1461.607	-2636.197
4628	-1505.437	-2632.345
4629	-1549.267	-2628.493
4630	-1602.754	-2632.554
4631	-1519.692	-2583.598
4632	-1478.203	-2587.137
4633	-1353.739	-2597.750
4634	-1288.920	-2557.311
4635	-1347.033	-2552.210
4636	-1394.543	-2548.040
4637	-1442.052	-2543.868
4638	-1489.561	-2539.696
4639	-1542.694	-2526.505
4640	-1513.026	-2496.420
4641	-1458.786	-2493.004
4642	-1414.321	-2496.911
4643	-1369.858	-2500.818
4644	-1325.393	-2504.725
4645	-1267.289	-2509.854
4646	-1301.086	-2458.633
4647	-1226.147	-2419.628
4648	-1284.273	-2414.532
4649	-1342.300	-2409.441
4650	-1400.327	-2404.350
4651	-1450.183	-2391.389
4652	-1421.922	-2354.210
4653	-1365.641	-2351.774
4654	-1312.760	-2356.417
4655	-1259.880	-2361.061
4656	-1201.754	-2366.161
4657	-1179.410	-2317.207
4658	-1237.543	-2312.112
4659	-1285.721	-2307.889
4660	-1333.899	-2303.665
4661	-1379.073	-2293.712
4662	-1358.803	-2256.046
4663	-1301.921	-2255.232
4664	-1257.167	-2259.160
4665	-1212.412	-2263.087
4666	-1156.921	-2267.954
4667	-1191.238	-2217.931
4668	-1116.536	-2179.563
4669	-1180.965	-2173.921
4670	-1245.393	-2168.280
4671	-1291.012	-2156.453
4672	-1268.314	-2125.510
4673	-1216.536	-2121.448
4674	-1155.688	-2126.780
4675	-1094.842	-2132.112
4676	-1054.784	-2044.548
4677	-1109.905	-2039.727
4678	-1159.594	-2035.380
4679	-1211.950	-2029.411
4680	-1252.994	-2024.917
4681	-1227.357	-1976.949
4682	-1186.100	-1979.200
4683	-1138.280	-1985.959
4684	-1085.246	-1990.603
4685	-1032.214	-1995.247
4686	-994.557	-1913.057
4687	-1051.664	-1908.063
4688	-1097.137	-1904.086
4689	-1140.451	-1892.535
4690	-1125.865	-1862.553
4691	-1075.127	-1858.906
4692	-1030.899	-1862.778
4693	-973.789	-1867.776
4694	-935.078	-1783.448
4695	-991.139	-1778.551
4696	-1036.027	-1774.629
4697	-1081.026	-1763.138
4698	-1066.473	-1733.564
4699	-1015.196	-1729.322
4700	-970.322	-1733.245
